x_pixel,y_pixel,reconstructed_pagamma,reconstructed_snr,existing_pagamma,difference,inside_nominal_aperture
40,1,0.0,,,,False
41,1,0.0,,,,False
42,1,0.0,,,,False
43,1,0.0,,,,False
44,1,0.0,,,,False
45,1,0.0,,,,False
46,1,0.0,,,,False
47,1,0.0,,,,False
48,1,0.0,,,,False
49,1,0.0,,,,False
50,1,0.0,,,,False
51,1,0.0,,,,False
52,1,0.0,,,,False
53,1,0.0,,,,False
54,1,0.0,,,,False
55,1,0.0,,,,False
56,1,0.0,,,,False
57,1,0.0,,,,False
58,1,0.0,,,,False
59,1,0.0,,,,False
60,1,0.0,,,,False
61,1,0.0,,,,False
62,1,0.0,,,,False
63,1,0.0,,,,False
64,1,0.0,,,,False
65,1,0.0,,,,False
66,1,0.0,,,,False
67,1,0.0,,,,False
68,1,0.0,,,,False
69,1,0.0,,,,False
70,1,0.0,,,,False
71,1,0.0,,,,False
72,1,0.0,,,,False
73,1,0.0,,,,False
74,1,0.0,,,,False
75,1,0.0,,,,False
76,1,0.0,,,,False
77,1,0.0,,,,False
78,1,0.0,,,,False
79,1,0.0,,,,False
80,1,0.0,,,,False
81,1,0.0,,,,False
82,1,0.0,,,,False
83,1,0.0,,,,False
84,1,0.0,,,,False
85,1,0.0,,,,False
86,1,0.0,,,,False
87,1,0.0,,,,False
88,1,0.0,,,,False
89,1,0.0,,,,False
90,1,0.0,,,,False
91,1,0.0,,,,False
92,1,0.0,,,,False
93,1,0.0,,,,False
94,1,0.0,,,,False
95,1,0.0,,,,False
96,1,0.0,,,,False
97,1,0.0,,,,False
98,1,0.0,,,,False
99,1,0.0,,,,False
100,1,0.0,,,,False
101,1,0.0,,,,False
102,1,0.0,,,,False
103,1,0.0,,,,False
104,1,0.0,,,,False
105,1,0.0,,,,False
106,1,0.0,,,,False
107,1,0.0,,,,False
108,1,0.0,,,,False
109,1,0.0,,,,False
110,1,0.0,,,,False
111,1,0.0,,,,False
112,1,0.0,,,,False
113,1,0.0,,,,False
114,1,0.0,,,,False
115,1,0.0,,,,False
116,1,0.0,,,,False
117,1,0.0,,,,False
118,1,0.0,,,,False
119,1,0.0,,,,False
120,1,0.0,,,,False
121,1,0.0,,,,False
122,1,0.0,,,,False
123,1,0.0,,,,False
124,1,0.0,,,,False
0,2,0.0,,,,False
1,2,0.0,,,,False
2,2,0.0,,,,False
3,2,0.0,,,,False
4,2,0.0,,,,False
5,2,0.0,,,,False
6,2,0.0,,,,False
7,2,0.0,,,,False
8,2,0.0,,,,False
9,2,0.0,,,,False
10,2,0.0,,,,False
11,2,0.0,,,,False
12,2,0.0,,,,False
13,2,0.0,,,,False
14,2,0.0,,,,False
15,2,0.0,,,,False
16,2,0.0,,,,False
17,2,0.0,,,,False
18,2,0.0,,,,False
19,2,0.0,,,,False
20,2,0.0,,,,False
21,2,0.0,,,,False
22,2,0.0,,,,False
23,2,0.0,,,,False
24,2,0.0,,,,False
25,2,0.0,,,,False
26,2,0.0,,,,False
27,2,0.0,,,,False
28,2,0.0,,,,False
29,2,0.0,,,,False
30,2,0.0,,,,False
31,2,0.0,,,,False
32,2,0.0,,,,False
33,2,0.0,,,,False
34,2,0.0,,,,False
35,2,0.0,,,,False
36,2,0.0,,,,False
37,2,0.0,,,,False
38,2,0.0,,,,False
39,2,0.0,,,,False
40,2,0.0,,,,False
41,2,0.0,,,,False
42,2,0.0,,,,False
43,2,0.0,,,,False
44,2,0.0,,,,False
45,2,0.0,,,,False
46,2,0.0,,,,False
47,2,0.0,,,,False
48,2,0.0,,,,False
49,2,0.0,,,,False
50,2,0.0,,,,False
51,2,0.0,,,,False
52,2,0.0,,,,False
53,2,0.0,,,,False
54,2,0.0,,,,False
55,2,0.0,,,,False
56,2,0.0,,,,False
57,2,0.0,,,,False
58,2,0.0,,,,False
59,2,0.0,,,,False
60,2,0.0,,,,False
61,2,0.0,,,,False
62,2,0.0,,,,False
63,2,0.0,,,,False
64,2,0.0,,,,False
65,2,0.0,,,,False
66,2,0.0,,,,False
67,2,0.0,,,,False
68,2,0.0,,,,False
69,2,0.0,,,,False
70,2,0.0,,,,False
71,2,0.0,,,,False
72,2,0.0,,,,False
73,2,0.0,,,,False
74,2,0.0,,,,False
75,2,0.0,,,,False
76,2,0.0,,,,False
77,2,0.0,,,,False
78,2,0.0,,,,False
79,2,0.0,,,,False
80,2,0.0,,,,False
81,2,0.0,,,,False
82,2,0.0,,,,False
83,2,0.0,,,,False
84,2,0.0,,,,False
85,2,0.0,,,,False
86,2,0.0,,,,False
87,2,0.0,,,,False
88,2,0.0,,,,False
89,2,0.0,,,,False
90,2,0.0,,,,False
91,2,0.0,,,,False
92,2,0.0,,,,False
93,2,0.0,,,,False
94,2,0.0,,,,False
95,2,0.0,,,,False
96,2,0.0,,,,False
97,2,0.0,,,,False
98,2,0.0,,,,False
99,2,0.0,,,,False
100,2,0.0,,,,False
101,2,0.0,,,,False
102,2,0.0,0.0,-11.432784080505371,11.432784080505371,False
103,2,0.0,0.0,-11.670821189880371,11.670821189880371,False
104,2,0.0,,,,False
105,2,0.0,,,,False
106,2,0.0,,,,False
107,2,0.0,,,,False
108,2,0.0,,,,False
109,2,0.0,,,,False
110,2,0.0,,,,False
111,2,0.0,,,,False
112,2,0.0,,,,False
113,2,0.0,,,,False
114,2,0.0,,,,False
115,2,0.0,,,,False
116,2,0.0,,,,False
117,2,0.0,,,,False
118,2,0.0,,,,False
119,2,0.0,,,,False
120,2,0.0,,,,False
121,2,0.0,,,,False
122,2,0.0,,,,False
123,2,0.0,,,,False
124,2,0.0,,,,False
0,3,0.0,,,,False
1,3,0.0,,,,False
2,3,0.0,,,,False
3,3,0.0,,,,False
4,3,0.0,,,,False
5,3,0.0,,,,False
6,3,0.0,,,,False
7,3,0.0,,,,False
8,3,0.0,,,,False
9,3,0.0,,,,False
10,3,0.0,,,,False
11,3,0.0,,,,False
12,3,0.0,,,,False
13,3,0.0,,,,False
14,3,0.0,,,,False
15,3,0.0,,,,False
16,3,0.0,,,,False
17,3,0.0,,,,False
18,3,0.0,,,,False
19,3,0.0,,,,False
20,3,0.0,,,,False
21,3,0.0,,,,False
22,3,0.0,,,,False
23,3,0.0,,,,False
24,3,0.0,,,,False
25,3,0.0,,,,False
26,3,0.0,,,,False
27,3,0.0,,,,False
28,3,0.0,,,,False
29,3,0.0,,,,False
30,3,0.0,,,,False
31,3,0.0,,,,False
32,3,0.0,,,,False
33,3,0.0,,,,False
34,3,0.0,,,,False
35,3,0.0,,,,False
36,3,0.0,,,,False
37,3,0.0,,,,False
38,3,0.0,,,,False
39,3,0.0,,,,False
40,3,0.0,,,,False
41,3,0.0,,,,False
42,3,0.0,,,,False
43,3,0.0,,,,False
44,3,0.0,,,,False
45,3,0.0,,,,False
46,3,0.0,,,,False
47,3,0.0,,,,False
48,3,0.0,,,,False
49,3,0.0,,,,False
50,3,0.0,,,,False
51,3,0.0,,,,False
52,3,0.0,,,,False
53,3,0.0,,,,False
54,3,0.0,,,,False
55,3,0.0,,,,False
56,3,0.0,,,,False
57,3,0.0,,,,False
58,3,0.0,,,,False
59,3,0.0,,,,False
60,3,0.0,,,,False
61,3,0.0,,,,False
62,3,0.0,,,,False
63,3,0.0,,,,False
64,3,0.0,,,,False
65,3,0.0,,,,False
66,3,0.0,,,,False
67,3,0.0,,,,False
68,3,0.0,,,,False
69,3,0.0,,,,False
70,3,0.0,,,,False
71,3,0.0,,,,False
72,3,0.0,,,,False
73,3,0.0,,,,False
74,3,0.0,,,,False
75,3,0.0,,,,False
76,3,0.0,,,,False
77,3,0.0,,,,False
78,3,0.0,,,,False
79,3,0.0,,,,False
80,3,0.0,,,,False
81,3,0.0,,,,False
82,3,0.0,,,,False
83,3,0.0,,,,False
84,3,0.0,,,,False
85,3,0.0,,,,False
86,3,0.0,,,,False
87,3,0.0,,,,False
88,3,0.0,,,,False
89,3,0.0,,,,False
90,3,0.0,,,,False
91,3,0.0,,,,False
92,3,0.0,,,,False
93,3,0.0,,,,False
94,3,0.0,,,,False
95,3,0.0,,,,False
96,3,0.0,,,,False
97,3,0.0,,,,False
98,3,0.0,,,,False
99,3,0.0,,,,False
100,3,0.0,0.0,-7.952558994293213,7.952558994293213,False
101,3,-5.656967918292778,-1.8761672887794278,-21.224027633666992,15.567059715374214,False
102,3,-3.94760186986876,-2.385806800388303,-17.320167541503906,13.372565671635147,False
103,3,-1.8324052014102605,-1.5750068501620507,-8.415010452270508,6.582605250860247,False
104,3,0.0,,,,False
105,3,0.0,,,,False
106,3,0.0,,,,False
107,3,0.0,,,,False
108,3,0.0,,,,False
109,3,0.0,,,,False
110,3,0.0,,,,False
111,3,0.0,,,,False
112,3,0.0,,,,False
113,3,0.0,,,,False
114,3,0.0,,,,False
115,3,0.0,,,,False
116,3,0.0,,,,False
117,3,0.0,,,,False
118,3,0.0,,,,False
119,3,0.0,,,,False
120,3,0.0,,,,False
121,3,0.0,,,,False
122,3,0.0,,,,False
123,3,0.0,,,,False
124,3,0.0,,,,False
0,4,0.0,,,,False
1,4,0.0,,,,False
2,4,0.0,,,,False
3,4,0.0,,,,False
4,4,0.0,,,,False
5,4,0.0,,,,False
6,4,0.0,,,,False
7,4,0.0,,,,False
8,4,0.0,,,,False
9,4,0.0,,,,False
10,4,0.0,,,,False
11,4,0.0,,,,False
12,4,0.0,,,,False
13,4,0.0,,,,False
14,4,0.0,,,,False
15,4,0.0,,,,False
16,4,0.0,,,,False
17,4,0.0,,,,False
18,4,0.0,,,,False
19,4,0.0,,,,False
20,4,0.0,,,,False
21,4,0.0,,,,False
22,4,0.0,,,,False
23,4,0.0,,,,False
24,4,0.0,,,,False
25,4,0.0,,,,False
26,4,0.0,,,,False
27,4,0.0,,,,False
28,4,0.0,,,,False
29,4,0.0,,,,False
30,4,0.0,,,,False
31,4,0.0,,,,False
32,4,0.0,,,,False
33,4,0.0,,,,False
34,4,0.0,,,,False
35,4,0.0,,,,False
36,4,0.0,,,,False
37,4,0.0,,,,False
38,4,0.0,,,,False
39,4,0.0,,,,False
40,4,0.0,,,,False
41,4,0.0,,,,False
42,4,0.0,,,,False
43,4,0.0,,,,False
44,4,0.0,,,,False
45,4,0.0,,,,False
46,4,0.0,,,,False
47,4,0.0,,,,False
48,4,0.0,,,,False
49,4,0.0,,,,False
50,4,0.0,,,,False
51,4,0.0,,,,False
52,4,0.0,,,,False
53,4,0.0,,,,False
54,4,0.0,,,,False
55,4,0.0,,,,False
56,4,0.0,,,,False
57,4,0.0,,,,False
58,4,0.0,,,,False
59,4,0.0,,,,False
60,4,0.0,,,,False
61,4,0.0,,,,False
62,4,0.0,,,,False
63,4,0.0,,,,False
64,4,0.0,,,,False
65,4,0.0,,,,False
66,4,0.0,,,,False
67,4,0.0,,,,False
68,4,0.0,,,,False
69,4,0.0,,,,False
70,4,0.0,,,,False
71,4,0.0,,,,False
72,4,0.0,,,,False
73,4,0.0,,,,False
74,4,0.0,,,,False
75,4,0.0,,,,False
76,4,0.0,,,,False
77,4,0.0,,,,False
78,4,0.0,,,,False
79,4,0.0,,,,False
80,4,0.0,,,,False
81,4,0.0,,,,False
82,4,0.0,,,,False
83,4,0.0,,,,False
84,4,0.0,,,,False
85,4,0.0,,,,False
86,4,0.0,,,,False
87,4,0.0,,,,False
88,4,0.0,,,,False
89,4,0.0,,,,False
90,4,0.0,,,,False
91,4,0.0,,,,False
92,4,0.0,,,,False
93,4,0.0,,,,False
94,4,0.0,,,,False
95,4,0.0,,,,False
96,4,0.0,,,,False
97,4,0.0,,,,False
98,4,0.0,,,,False
99,4,5.1789616355800145,1.3842044686858483,43.642555236816406,-38.46359360123639,False
100,4,2.5374746682585227,1.606784246828395,14.403412818908691,-11.86593815065017,False
101,4,1.3842867765558655,1.2402352469979188,2.411978244781494,-1.0276914682256286,False
102,4,0.17777769000254784,0.2759796622000442,2.0443942546844482,-1.8666165646819004,False
103,4,-0.3131614850375206,-0.4270935387641847,4.454524040222168,-4.767685525259688,False
104,4,-1.709532175939563,-1.9977886375634875,7.975141525268555,-9.684673701208117,False
105,4,0.0,0.0,-18.65207862854004,18.65207862854004,False
106,4,0.0,0.0,-18.732481002807617,18.732481002807617,False
107,4,0.0,,,,False
108,4,0.0,,,,False
109,4,0.0,,,,False
110,4,0.0,,,,False
111,4,0.0,,,,False
112,4,0.0,,,,False
113,4,0.0,,,,False
114,4,0.0,,,,False
115,4,0.0,,,,False
116,4,0.0,,,,False
117,4,0.0,,,,False
118,4,0.0,,,,False
119,4,0.0,,,,False
120,4,0.0,,,,False
121,4,0.0,,,,False
122,4,0.0,,,,False
123,4,0.0,,,,False
124,4,0.0,,,,False
0,5,0.0,,,,False
1,5,0.0,,,,False
2,5,0.0,,,,False
3,5,0.0,,,,False
4,5,0.0,,,,False
5,5,0.0,,,,False
6,5,0.0,,,,False
7,5,0.0,,,,False
8,5,0.0,,,,False
9,5,0.0,,,,False
10,5,0.0,,,,False
11,5,0.0,,,,False
12,5,0.0,,,,False
13,5,0.0,,,,False
14,5,0.0,,,,False
15,5,0.0,,,,False
16,5,0.0,,,,False
17,5,0.0,,,,False
18,5,0.0,,,,False
19,5,0.0,,,,False
20,5,0.0,,,,False
21,5,0.0,,,,False
22,5,0.0,,,,False
23,5,0.0,,,,False
24,5,0.0,,,,False
25,5,0.0,,,,False
26,5,0.0,,,,False
27,5,0.0,,,,False
28,5,0.0,,,,False
29,5,0.0,,,,False
30,5,0.0,,,,False
31,5,0.0,,,,False
32,5,0.0,,,,False
33,5,0.0,,,,False
34,5,0.0,,,,False
35,5,0.0,,,,False
36,5,0.0,,,,False
37,5,0.0,,,,False
38,5,0.0,,,,False
39,5,0.0,,,,False
40,5,0.0,,,,False
41,5,0.0,,,,False
42,5,0.0,,,,False
43,5,0.0,,,,False
44,5,0.0,,,,False
45,5,0.0,,,,False
46,5,0.0,,,,False
47,5,0.0,,,,False
48,5,0.0,,,,False
49,5,0.0,,,,False
50,5,0.0,,,,False
51,5,0.0,,,,False
52,5,0.0,,,,False
53,5,0.0,,,,False
54,5,0.0,,,,False
55,5,0.0,,,,False
56,5,0.0,,,,False
57,5,0.0,,,,False
58,5,0.0,,,,False
59,5,0.0,,,,False
60,5,0.0,,,,False
61,5,0.0,,,,False
62,5,0.0,,,,False
63,5,0.0,,,,False
64,5,0.0,,,,False
65,5,0.0,,,,False
66,5,0.0,,,,False
67,5,0.0,,,,False
68,5,0.0,,,,False
69,5,0.0,,,,False
70,5,0.0,,,,False
71,5,0.0,,,,False
72,5,0.0,,,,False
73,5,0.0,,,,False
74,5,0.0,,,,False
75,5,0.0,,,,False
76,5,0.0,,,,False
77,5,0.0,,,,False
78,5,0.0,,,,False
79,5,0.0,,,,False
80,5,0.0,,,,False
81,5,0.0,,,,False
82,5,0.0,,,,False
83,5,0.0,,,,False
84,5,0.0,,,,False
85,5,0.0,,,,False
86,5,0.0,,,,False
87,5,0.0,,,,False
88,5,0.0,,,,False
89,5,0.0,,,,False
90,5,0.0,,,,False
91,5,0.0,,,,False
92,5,0.0,,,,False
93,5,0.0,,,,False
94,5,0.0,,,,False
95,5,0.0,,,,False
96,5,0.0,,,,False
97,5,0.0,,,,False
98,5,-0.22449510700132938,-0.0874653999017934,13.328410148620605,-13.552905255621935,False
99,5,0.7458828245447683,0.4652094619353855,17.48749542236328,-16.741612597818513,False
100,5,2.6454355615174907,1.8671468636036113,8.262502670288086,-5.617067108770595,False
101,5,0.8003142460160544,1.251702233742595,-1.634088158607483,2.4344024046235373,False
102,5,0.5420334110523645,1.2547231137065415,1.0026490688323975,-0.460615657780033,False
103,5,-0.04851659124803256,-0.08550191546483485,4.476091384887695,-4.524607976135728,False
104,5,2.107329124556333,1.2204448632936145,-5.98000431060791,8.087333435164243,False
105,5,-0.556412169898507,-0.34207304498805796,-20.21134376525879,19.65493159536028,False
106,5,-0.13071080015164885,-0.11602475580751892,-14.229216575622559,14.09850577547091,False
107,5,0.0,,,,False
108,5,0.0,,,,False
109,5,0.0,,,,False
110,5,0.0,,,,False
111,5,0.0,,,,False
112,5,0.0,,,,False
113,5,0.0,,,,False
114,5,0.0,,,,False
115,5,0.0,,,,False
116,5,0.0,,,,False
117,5,0.0,,,,False
118,5,0.0,,,,False
119,5,0.0,,,,False
120,5,0.0,,,,False
121,5,0.0,,,,False
122,5,0.0,,,,False
123,5,0.0,,,,False
124,5,0.0,,,,False
0,6,0.0,,,,False
1,6,0.0,,,,False
2,6,0.0,,,,False
3,6,0.0,,,,False
4,6,0.0,,,,False
5,6,0.0,,,,False
6,6,0.0,,,,False
7,6,0.0,,,,False
8,6,0.0,,,,False
9,6,0.0,,,,False
10,6,0.0,,,,False
11,6,0.0,,,,False
12,6,0.0,,,,False
13,6,0.0,,,,False
14,6,0.0,,,,False
15,6,0.0,,,,False
16,6,0.0,,,,False
17,6,0.0,,,,False
18,6,0.0,,,,False
19,6,0.0,,,,False
20,6,0.0,,,,False
21,6,0.0,,,,False
22,6,0.0,,,,False
23,6,0.0,,,,False
24,6,0.0,,,,False
25,6,0.0,,,,False
26,6,0.0,,,,False
27,6,0.0,,,,False
28,6,0.0,,,,False
29,6,0.0,,,,False
30,6,0.0,,,,False
31,6,0.0,,,,False
32,6,0.0,,,,False
33,6,0.0,,,,False
34,6,0.0,,,,False
35,6,0.0,,,,False
36,6,0.0,,,,False
37,6,0.0,,,,False
38,6,0.0,,,,False
39,6,0.0,,,,False
40,6,0.0,,,,False
41,6,0.0,,,,False
42,6,0.0,,,,False
43,6,0.0,,,,False
44,6,0.0,,,,False
45,6,0.0,,,,False
46,6,0.0,,,,False
47,6,0.0,,,,False
48,6,0.0,,,,False
49,6,0.0,,,,False
50,6,0.0,,,,False
51,6,0.0,,,,False
52,6,0.0,,,,False
53,6,0.0,,,,False
54,6,0.0,,,,False
55,6,0.0,,,,False
56,6,0.0,,,,False
57,6,0.0,,,,False
58,6,0.0,,,,False
59,6,0.0,,,,False
60,6,0.0,,,,False
61,6,0.0,,,,False
62,6,0.0,,,,False
63,6,0.0,,,,False
64,6,0.0,,,,False
65,6,0.0,,,,False
66,6,0.0,,,,False
67,6,0.0,,,,False
68,6,0.0,,,,False
69,6,0.0,,,,False
70,6,0.0,,,,False
71,6,0.0,,,,False
72,6,0.0,,,,False
73,6,0.0,,,,False
74,6,0.0,,,,False
75,6,0.0,,,,False
76,6,0.0,,,,False
77,6,0.0,,,,False
78,6,0.0,,,,False
79,6,0.0,,,,False
80,6,0.0,,,,False
81,6,0.0,,,,False
82,6,0.0,,,,False
83,6,0.0,,,,False
84,6,0.0,,,,False
85,6,0.0,,,,False
86,6,0.0,,,,False
87,6,0.0,,,,False
88,6,0.0,,,,False
89,6,0.0,,,,False
90,6,0.0,,,,False
91,6,0.0,,,,False
92,6,0.0,,,,False
93,6,0.0,,,,False
94,6,0.0,,,,False
95,6,0.0,,,,False
96,6,0.0,,,,False
97,6,-0.816109317382565,-0.8088499475992228,-0.9601239562034607,0.1440146388208957,False
98,6,1.1814861533682275,1.3664445663375209,9.751867294311523,-8.570381140943296,False
99,6,0.7441023844587213,1.1597727446577657,12.494327545166016,-11.750225160707295,False
100,6,1.62864004762939,3.6363326298228342,2.6910760402679443,-1.0624359926385543,False
101,6,-0.15083512630114868,-0.3864933576141355,0.09758592396974564,-0.2484210502708943,False
102,6,0.017854449935696334,0.03116532356652794,-0.604792594909668,0.6226470448453643,False
103,6,0.5720058221078378,0.6723264289129236,5.649623394012451,-5.0776175719046135,False
104,6,1.965834861806948,2.701693221653107,3.991936683654785,-2.026101821847837,False
105,6,0.7419720117264554,1.4152110378576672,2.52268648147583,-1.7807144697493746,False
106,6,1.965478335517933,2.29589251883564,-0.055572494864463806,2.021050830382397,False
107,6,0.9306266199199559,1.1644941510113564,11.295612335205078,-10.364985715285123,False
108,6,0.0,,,,False
109,6,0.0,,,,False
110,6,0.0,,,,False
111,6,0.0,,,,False
112,6,0.0,,,,False
113,6,0.0,,,,False
114,6,0.0,,,,False
115,6,0.0,,,,False
116,6,0.0,,,,False
117,6,0.0,,,,False
118,6,0.0,,,,False
119,6,0.0,,,,False
120,6,0.0,,,,False
121,6,0.0,,,,False
122,6,0.0,,,,False
123,6,0.0,,,,False
124,6,0.0,,,,False
0,7,0.0,,,,False
1,7,0.0,,,,False
2,7,0.0,,,,False
3,7,0.0,,,,False
4,7,0.0,,,,False
5,7,0.0,,,,False
6,7,0.0,,,,False
7,7,0.0,,,,False
8,7,0.0,,,,False
9,7,0.0,,,,False
10,7,0.0,,,,False
11,7,0.0,,,,False
12,7,0.0,,,,False
13,7,0.0,,,,False
14,7,0.0,,,,False
15,7,0.0,,,,False
16,7,0.0,,,,False
17,7,0.0,,,,False
18,7,0.0,,,,False
19,7,0.0,,,,False
20,7,0.0,,,,False
21,7,0.0,,,,False
22,7,0.0,,,,False
23,7,0.0,,,,False
24,7,0.0,,,,False
25,7,0.0,,,,False
26,7,0.0,,,,False
27,7,0.0,,,,False
28,7,0.0,,,,False
29,7,0.0,,,,False
30,7,0.0,,,,False
31,7,0.0,,,,False
32,7,0.0,,,,False
33,7,0.0,,,,False
34,7,0.0,,,,False
35,7,0.0,,,,False
36,7,0.0,,,,False
37,7,0.0,,,,False
38,7,0.0,,,,False
39,7,0.0,,,,False
40,7,0.0,,,,False
41,7,0.0,,,,False
42,7,0.0,,,,False
43,7,0.0,,,,False
44,7,0.0,,,,False
45,7,0.0,,,,False
46,7,0.0,,,,False
47,7,0.0,,,,False
48,7,0.0,,,,False
49,7,0.0,,,,False
50,7,0.0,,,,False
51,7,0.0,,,,False
52,7,0.0,,,,False
53,7,0.0,,,,False
54,7,0.0,,,,False
55,7,0.0,,,,False
56,7,0.0,,,,False
57,7,0.0,,,,False
58,7,0.0,,,,False
59,7,0.0,,,,False
60,7,0.0,,,,False
61,7,0.0,,,,False
62,7,0.0,,,,False
63,7,0.0,,,,False
64,7,0.0,,,,False
65,7,0.0,,,,False
66,7,0.0,,,,False
67,7,0.0,,,,False
68,7,0.0,,,,False
69,7,0.0,,,,False
70,7,0.0,,,,False
71,7,0.0,,,,False
72,7,0.0,,,,False
73,7,0.0,,,,False
74,7,0.0,,,,False
75,7,0.0,,,,False
76,7,0.0,,,,False
77,7,0.0,,,,False
78,7,0.0,,,,False
79,7,0.0,,,,False
80,7,0.0,,,,False
81,7,0.0,,,,False
82,7,0.0,,,,False
83,7,0.0,,,,False
84,7,0.0,,,,False
85,7,0.0,,,,False
86,7,0.0,,,,False
87,7,0.0,,,,False
88,7,0.0,,,,False
89,7,0.0,,,,False
90,7,0.0,,,,False
91,7,0.0,,,,False
92,7,0.0,,,,False
93,7,0.0,,,,False
94,7,0.0,,,,False
95,7,-0.054669174143929036,-0.05320688024883764,2.5236618518829346,-2.5783310260268637,False
96,7,-0.12264694129576427,-0.1138439052591209,4.130520343780518,-4.253167285076282,False
97,7,0.1502371689868132,0.26028519177340953,1.4123307466506958,-1.2620935776638826,False
98,7,0.654284691819963,1.4422239399111005,3.007438898086548,-2.353154206266585,False
99,7,0.802794473131689,2.0730546406132806,5.251878261566162,-4.449083788434473,False
100,7,1.1032059856243457,1.9474520053273212,3.6733875274658203,-2.5701815418414746,False
101,7,0.1443357217062457,0.3339916990251489,-0.8554155230522156,0.9997512447584613,False
102,7,0.6271158996465571,0.9427582305209135,2.525290012359619,-1.898174112713062,False
